¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (422.95, 14.77, 252.91) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.963476
… (422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.613499
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.596398
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.580313
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.565226
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.551124
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.53799
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.525811
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.514576
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.504272
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.717189
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.136226
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.638176
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.25021
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27539
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16334
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.00612
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.98969
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.97698
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.96799
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.9627
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.96111
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.96321
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.96902
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.660467
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.638237
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.617114
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.597076
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.578098
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.560163
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.543249
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.527341
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.51242
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.498471
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.485479
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.473433
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.462317
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.452123
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.730193
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.151678
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.656836
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19466
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94307
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97963
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.87378
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85746
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.84484
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83591
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83066
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.82908
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83117
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83693
‰ (422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.690794
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.663215
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.636858
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.611691
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.587685
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.564814
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.543049
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.522371
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.502752
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.484174
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.466616
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.450058
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.434484
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.419878
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.743352
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.167323
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.675741
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08271
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68375
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77694
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.74691
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.73069
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71816
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70929
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70407
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70249
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.70457
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.71029
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.776272
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.748111
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.721195
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.695494
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.670976
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.647614
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.625382
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.604255
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.58421
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.565224
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.547278
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.530353
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.51443
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.499491
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.756668
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.183163
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.694892
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97426
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56497
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58177
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14834
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.60922
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.59676
æ(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58795
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58276
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58119
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58325
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.58894
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.865911
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.837137
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.809632
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.783366
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.758308
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.73443
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.711703
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.690104
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.669608
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.650194
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.631839
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.614524
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.598232
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.582945
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 4.770141
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.199197
(422.95, 14.77, 252.91) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.714291
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86918
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44998
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32583
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94543
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.49289
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48051
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.47175
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46659
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46504
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.46708
(422.95, 14.77, 252.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.47272
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.430665
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64274
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873243
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569716
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864898
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189324
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547502
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944869
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386383
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877083
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440959
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08341
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88579
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85033
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64274
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.80759
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.78103
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.75706
Ï(422.66, 14.75, 253.00) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 15.78761
(422.66, 14.75, 253.00) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 15.77654
(422.66, 14.75, 253.00) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 15.76855
(422.66, 14.75, 253.00) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 17.41996
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.08324
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429563
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641543
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871941
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567866
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862867
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1871
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545044
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94213
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383074
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868683
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431431
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07252
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87313
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8393
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66235
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.75707
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.73063
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.70677
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.68546
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.66669
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.65044
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.65618
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.02777
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429067
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64037
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870663
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566047
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860887
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184914
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542618
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939428
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379894
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860339
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421961
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0617
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86034
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82409
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63254
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.29746
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.29617
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.29748
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.30138
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.30788
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.31698
(422.66, 14.75, 253.00) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.32869
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.97546
È(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.96575
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.95877
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.95452
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.95299
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.95418
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.42908
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640236
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.869412
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564259
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858937
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182764
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54024
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936779
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3768
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852922
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412594
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05097
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84744
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80878
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60376
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38644
(422.66, 14.75, 253.00) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.04215
(422.66, 14.75, 253.00) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.04105
(422.66, 14.75, 253.00) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.04655
(422.66, 14.75, 253.00) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.0548
(422.66, 14.75, 253.00) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.0658
(422.66, 14.75, 253.00) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.07957
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.09611
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.11545
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.1376
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.16259
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.19043
(422.66, 14.75, 253.00) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.22117
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427797
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638844
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868157
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56252
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857003
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180649
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537898
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934183
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373832
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849594
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40328
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04035
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83445
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79332
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58478
(422.66, 14.75, 253.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35499
(422.66, 14.75, 253.00) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.87116
(422.66, 14.75, 253.00) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.87573
­(422.66, 14.75, 253.00) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.88321
