°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82371
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.331277
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.312808
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.29585
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.280386
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.266402
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.253884
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.242817
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.330032
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.177621
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.170897
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.165581
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.161668
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.159155
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.158038
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.158316
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89592
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117954
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180578
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210104
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460734
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751363
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072097
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426342
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819555
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258434
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.747667
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.298697
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.567069
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.376253
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.357658
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.340585
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.325015
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.310934
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.298326
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.28718
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.376199
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.221563
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.214787
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.209427
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.205479
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.202939
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.201804
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.202073
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897395
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119534
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22616
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243158
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46071
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752508
…(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073359
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427739
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821109
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259177
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746953
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297891
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.639854
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.423244
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.404519
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.387325
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.371644
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.35746
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.34476
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.333532
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.424396
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.267474
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.260642
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.255236
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.251252
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.248683
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.24753
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.247788
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898927
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121216
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272959
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276604
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461831
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753739
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074715
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.429241
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82278
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258686
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746402
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297248
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.729539
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.472309
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.453447
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.436126
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.420328
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.406038
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.393242
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.381927
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.474686
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.315407
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.308518
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.303065
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.299042
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.296444
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.29527
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.295519
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.77452
ú (422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.758535
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.743413
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.729136
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.715688
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.703058
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.691228
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.680189
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.66993
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.660441
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.651711
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.64373
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.636487
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.523508
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.504503
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.48705
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.47113
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.456729
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.443832
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.432425
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.527128
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.365426
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.358476
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.352973
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.348908
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.346281
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.345086
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.345323
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.502125
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.48711
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.472898
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.459474
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.446822
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.434929
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.423784
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.413374
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.403688
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.394717
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.386452
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.378884
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.518868
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.576904
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.55775
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.540159
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.524113
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.509596
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.496593
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.485092
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.577506
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.41759
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.410577
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.405021
ù (422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.400914
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.398254
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.397037
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.397263
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.266979
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.252826
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.239423
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.226756
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.214814
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.203582
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.193047
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.183201
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.174031
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.165529
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.157688
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.3089
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.5222
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.745323
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.613259
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.595523
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.579345
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.564706
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.551593
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.539993
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.625798
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.471967
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.464889
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.459277
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.455126
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.452432
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.451192
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.451405
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.061978
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.048592
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.035911
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.023922
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.012614
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.001973
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.991987
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.982649
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.973945
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.965868
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.123216
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.311927
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.525638
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.806556
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.6711
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.653213
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.636896
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.622131
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.608902
ú (422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.597199
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.676071
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.528626
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.52148
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.515811
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.511614
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.508884
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.507619
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.507819
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.881703
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.869006
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.856974
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.845595
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.834857
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.824748
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.815259
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.806377
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.80743
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.957867
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.125982
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.315046
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.529184
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.870749
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.731349
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.713307
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.696845
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.681947
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.6686
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.656787
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.728382
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.587645
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.580427
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.574697
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.570451
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.567685
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.566394
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.56658
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.721972
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.709895
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.698448
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.687619
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.677396
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.66777
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.658728
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.674112
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.809713
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 2.960409
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.128832
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.31826
(422.65, 14.73, 249.45) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 3.532836
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.957384
† (422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.794089
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.775883
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.759269
(422.65, 14.73, 249.45) (400.54, 8.91, 246.85) (8.50, 2.93, 5.01) Truck 7.744235
