¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à (382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.997151
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23604
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.540854
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.718157
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.910866
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.121028
ä (382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.351072
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.603898
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.883006
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.192643
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.538031
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.92565
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.363656
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.774679
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.193092
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583155
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3458
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29166
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50347
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99136
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37244
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.564428
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.743742
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.938722
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.151464
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.384459
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.640676
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.923711
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.237931
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.588709
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.98273
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.428418
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.844965
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.271395
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69462
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47609
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47693
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71006
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12947
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51252
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.588262
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.769619
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.966911
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.182281
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.418283
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.677962
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.965008
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.283913
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.640209
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.040793
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.494366
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.91694
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.351663
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808912
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66835
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92375
î (382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27096
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65631
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.612355
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.79579
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.995435
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.213483
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.452548
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.715758
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.006901
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.330594
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.692539
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.099851
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.561523
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.990644
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.433948
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926044
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.152116
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.11381
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.129442
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.157876
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.224842
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.636706
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.822254
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.024292
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.245067
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.487255
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.754066
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.049391
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.377982
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.74571
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.159918
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.629904
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.066127
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316181
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.087499
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.001494
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.979156
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.973944
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.971884
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.973118
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.977933
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.986649
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.999836
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.01833
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.043688
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.079391
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.137017
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.661316
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.849013
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.053486
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.277036
Ù (382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.522407
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.792892
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.092489
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.426086
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.799733
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.22101
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.699535
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.14343
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.211142
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.013223
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.944694
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.923159
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.91089
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.901183
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.89405
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.889521
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.887631
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.888478
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.892106
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.898603
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.908148
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.920873
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.942837
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.029116
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.686183
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.876064
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.083014
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.309391
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.558004
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.832237
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.136195
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.474909
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.854617
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.28314
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.770432
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.222606
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.179483
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.001367
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.935095
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.911306
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.893762
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.878721
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.866166
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.85604
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.848389
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.843145
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.840391
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.840069
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.842223
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.846926
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.861377
ä (382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.921847
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.711307
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.903407
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.112877
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.34213
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.594048
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.872103
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.180515
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.524459
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.91037
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.346322
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.842617
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.303703
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651371
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.043221
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.968435
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.939851
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.916601
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.896068
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.878187
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.862863
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.850067
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.839729
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.831877
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.826432
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.823386
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.822741
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.834491
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.889629
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.736686
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.931041
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.143075
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.375255
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.630541
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.912494
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.225452
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.574745
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.967002
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.410571
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.916111
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.386772
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764982
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.186478
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.062407
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.022553
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.989898
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.96094
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.935436
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.913074
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.893744
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.877297
Ò (382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.863585
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.852551
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.844103
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.838187
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.849349
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.907341
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.762321
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.958967
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.173607
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.408769
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.667484
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.953412
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.271011
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.62577
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.024525
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.475903
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.990934
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.471872
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881279
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7605
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83529
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15144
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.212456
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.133713
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.080528
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.038544
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 9.003888
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.974779
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.9503
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.929817
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.912951
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.89939
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.912478
(382.22, 10.82, 321.92) (360.63, 3.48, 329.26) (0.81, 2.16, 0.81) Human 8.986661
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.788207
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.987183
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.204472
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.442667
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.704877
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.994857
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.317195
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.67754
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.082947
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.542327
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.067111
(382.22, 10.82, 321.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.559053
