¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (412.69, 12.50, 330.96) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 9.650428
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.130703
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.144466
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.16006
ğ(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.1775
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.196802
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.217986
(412.69, 12.50, 330.96) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 11.95955
(412.69, 12.50, 330.96) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 11.92367
(412.69, 12.50, 330.96) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 12.11825
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51271
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81931
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14218
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48251
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8066
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07909
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5039
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.297
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17387
(412.69, 12.50, 330.96) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 21.03541
(412.69, 12.50, 330.96) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 21.02679
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.61687
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.66191
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.71158
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.7659
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745076
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107405
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50702
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95726
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.209125
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.223454
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.239629
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.25767
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.277595
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.299421
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.326411
(412.69, 12.50, 330.96) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 11.8097
(412.69, 12.50, 330.96) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 12.0093
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40346
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67064
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95088
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24511
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59171
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9383
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58325
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38428
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27032
(412.69, 12.50, 330.96) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 20.52195
(412.69, 12.50, 330.96) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 20.51353
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.84834
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.89434
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 22.945
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.00038
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702319
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060326
ê(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454962
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894971
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.290526
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.305448
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.322238
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.340913
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.361491
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.383994
(412.69, 12.50, 330.96) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 12.04927
(412.69, 12.50, 330.96) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 12.03037
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22052
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47821
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74836
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03179
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32938
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64206
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92234
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49504
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45712
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37066
(412.69, 12.50, 330.96) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 20.42779
(412.69, 12.50, 330.96) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 20.46124
(412.69, 12.50, 330.96) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 20.49882
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.13613
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.18785
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.24433
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659808
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013565
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403278
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834683
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328398
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.39056
(412.69, 12.50, 330.96) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.407996
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27987
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13458
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05424
(412.69, 12.50, 330.96) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 12.2808
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04646
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29526
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5559
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82919
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11591
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41703
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68554
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94623
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21893
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10036
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13992
(412.69, 12.50, 330.96) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 21.07405
(412.69, 12.50, 330.96) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 21.10905
(412.69, 12.50, 330.96) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 21.1483
Ï(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.3877
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.44052
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.49817
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617559
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967132
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352023
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77776
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259841
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817386
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45428
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18189
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02088
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90539
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83266
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1212
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37289
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6366
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91317
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20335
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46115
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71133
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97291
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24655
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76019
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75727
(412.69, 12.50, 330.96) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 20.62178
(412.69, 12.50, 330.96) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 20.61357
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.6003
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.64945
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.70344
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.76231
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574046
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920825
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301122
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721287
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192001
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743168
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36988
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.085
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90862
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75972
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6649
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19879
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45345
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7204
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00032
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24837
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48869
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73984
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00241
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27713
Ş(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56473
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39295
(412.69, 12.50, 330.96) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 20.59303
(412.69, 12.50, 330.96) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 20.44856
(412.69, 12.50, 330.96) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 20.25384
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.92185
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 23.97706
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 24.03722
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079541
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870115
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24667
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6628
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125053
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669715
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28634
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98927
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7978
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6171
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50099
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27921
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53706
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8073
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04657
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27762
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51892
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77107
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03477
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31067
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59948
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04576
(412.69, 12.50, 330.96) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 20.09457
(412.69, 12.50, 330.96) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 20.08628
(412.69, 12.50, 330.96) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 20.08191
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 24.20537
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 24.26187
(412.69, 12.50, 330.96) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 24.2623
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048024
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819868
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191241
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601412
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059916
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596924
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20369
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.53459
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.49325
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.45425
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.41757
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.38316
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62372
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85511
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07737
Ê(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30941
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55182
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80511
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06996
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34713
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63731
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94135
(412.69, 12.50, 330.96) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 20.21009
(412.69, 12.50, 330.96) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 20.24572
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016715
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313219
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136378
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540648
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995935
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524839
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12193
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.44608
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.40512
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.36649
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.33293
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.39525
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.46037
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89117
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11641
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35164
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59741
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85429
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12299
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40419
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69868
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00734
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985619
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279279
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60026
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480573
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932508
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453526
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0411
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.36662
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.42389
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.48386
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.54658
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.61213
(412.69, 12.50, 330.96) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 10.68061
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95901
(412.69, 12.50, 330.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18653
