¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(424.01, 14.25, 323.10) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 17.67143
¸(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28698
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198604
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644816
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144308
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707062
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34576
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06224
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8786
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81432
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95587
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36402
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07263
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16328
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44984
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19499
(424.01, 14.25, 323.10) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 20.22709
(424.01, 14.25, 323.10) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.99616
(424.01, 14.25, 323.10) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.9016
(424.01, 14.25, 323.10) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.89965
(424.01, 14.25, 323.10) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 19.99063
(424.01, 14.25, 323.10) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 20.21995
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.57978
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.5809
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.58681
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090494
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346583
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626502
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933701
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276816
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187784
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632759
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130786
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691744
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.325
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03635
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8555
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79289
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92353
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42788
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1461
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95996
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22252
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10422
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22352
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.83077
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.80766
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.78942
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.77604
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.76749
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.76378
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.7649
«(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.77084
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083776
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339252
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618473
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924685
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266586
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176956
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62067
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117184
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676373
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3024
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0105
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82561
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77143
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89498
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42571
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22191
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01772
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.33888
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.36291
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.41949
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.99972
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.98133
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.96783
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.95921
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.95546
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.95658
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.96256
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077023
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331884
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610403
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915959
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764556
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166045
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608508
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103521
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660942
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27987
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98466
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79571
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73874
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8927
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4229
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30008
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10396
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.3785
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.4027
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.43038
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.49853
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070238
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324481
«(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602295
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907046
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749713
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151043
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596274
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089815
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641984
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25735
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95889
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76588
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70388
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81656
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41945
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38072
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22715
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.42163
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.44601
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.47388
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063418
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317041
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59415
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373939
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734838
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134531
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579528
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076071
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622168
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2348
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9331
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73608
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66906
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54785
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41535
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46379
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38843
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.46831
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.4929
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.52097
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21461
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056569
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30957
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585971
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360461
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719915
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117967
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561057
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05718
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602362
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21234
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90737
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70639
²(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63431
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44152
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23406
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59375
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55438
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.51858
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.54339
(424.01, 14.25, 323.10) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.57169
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6136
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.049806
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302069
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577758
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34693
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705017
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101383
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542549
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036384
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582553
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18989
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88169
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67668
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5454
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33739
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7497
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73161
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72517
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04827
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04292
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92568
(424.01, 14.25, 323.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21775
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775766
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072265
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397438
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7555
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151698
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592298
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039645
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480768
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96917
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50805
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1103
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67138
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57316
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777002
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073629
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398909
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757154
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153495
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594335
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025826
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464201
»(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946133
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48191
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07473
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61312
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37537
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778103
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074844
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400277
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758643
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155171
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596174
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009583
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443326
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922987
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4561
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03229
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56631
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18375
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17134
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77916
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075974
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401494
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760019
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156672
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597881
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990885
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422722
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900141
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43065
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99075
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52056
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10654
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95399
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780049
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076987
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402601
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761231
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158047
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589027
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973312
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402387
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877632
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40559
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95014
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47584
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05701
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74375
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780871
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077857
(424.28, 14.33, 322.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403564
