¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969636
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37966
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94586
ì(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57397
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21526
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86836
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61664
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5387
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57691
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59258
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1536
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75746
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40474
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.654068
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836987
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033354
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244653
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859023
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121189
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379392
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658559
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967172
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309678
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684695
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08501
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472111
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895652
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36097
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87115
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39771
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96577
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59606
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24363
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8996
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65831
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58088
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61869
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80748
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28764
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83672
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.454
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.653856
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836761
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.03311
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612992
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858567
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123322
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381679
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661059
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972123
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31508
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69064
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095523
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483522
ö(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908154
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37091
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88535
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41707
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98715
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6198
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27393
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93686
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70245
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62027
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66351
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08917
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53075
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99942
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49747
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.653823
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836726
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38544
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6128
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858349
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124253
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384378
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663963
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977554
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320983
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697105
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106697
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495764
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917946
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38101
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90061
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43776
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64517
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30627
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97874
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74908
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6623
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72096
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92803
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03235
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26909
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72729
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.653971
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836885
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385437
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612806
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858368
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124281
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387475
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668117
‚(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983377
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327357
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70407
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118366
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505398
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928038
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39212
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91694
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45973
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03431
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67216
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34062
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02287
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79832
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71217
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72236
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82088
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92388
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03148
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14383
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.654301
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174551
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385659
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613046
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858616
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124571
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39095
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673846
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98965
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334155
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711561
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123029
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515476
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939023
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40416
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93427
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48311
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06014
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70079
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37697
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06935
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84495
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76929
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62099
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71829
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82001
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9263
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0373
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982841
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174945
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386079
‡(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613503
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859102
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125108
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394864
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680021
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996312
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341478
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716866
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127837
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526339
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950908
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41721
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95269
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50781
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08738
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73112
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41541
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11814
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87597
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82939
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52403
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62012
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72064
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82572
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9354
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982305
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175524
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386716
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614195
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859846
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125871
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399124
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686552
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003441
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347342
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721771
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133225
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538005
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963681
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43186
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9722
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53386
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11623
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76313
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4592
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14898
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91494
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89245
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43128
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52631
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62569
„(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72957
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83804
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98196
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176312
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387552
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615067
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860836
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126956
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403789
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693519
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009762
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352266
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727195
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139189
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550499
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977332
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4504
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99278
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56132
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14657
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79683
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49402
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18126
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97236
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9585
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34274
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43672
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.535
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63776
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74507
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981843
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177275
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388577
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616211
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86204
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128266
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408861
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700231
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014741
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357721
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733142
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145741
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563829
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991913
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46991
(351.42, 9.26, 316.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01439
