¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.76874
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.29628
ß(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 15.27199
(418.77, 13.56, 326.34) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.044925
(418.77, 13.56, 326.34) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.174381
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312224
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424494
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541549
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66367
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791028
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923903
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062721
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207718
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359294
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678226
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897989
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37524
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63474
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97417
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36366
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06665
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.50077
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.45932
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.42092
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.38552
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.35308
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.32357
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.29697
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.27324
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.25237
(418.77, 13.56, 326.34) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.976538
(418.77, 13.56, 326.34) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.336791
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310734
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662037
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78933
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922185
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060933
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205877
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35739
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515858
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766715
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992237
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27384
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61038
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97198
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36134
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00669
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.58361
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.54632
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.51186
è(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.4802
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.4513
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.42513
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.40168
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.38091
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.3628
(418.77, 13.56, 326.34) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 5.910146
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202581
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310304
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422493
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53951
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661501
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788784
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921646
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06039
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205313
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356783
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515239
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669367
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959239
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27318
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60969
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97121
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3605
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94513
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.22186
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.22579
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.23229
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.24138
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.25307
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.33077
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.34778
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.36743
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.38976
(418.77, 13.56, 326.34) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.122776
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203112
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310804
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423086
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540072
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662127
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789432
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922297
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061036
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199306
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333539
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473629
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619941
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918447
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27381
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61035
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97191
ğ(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36129
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88195
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.3298
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.33381
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.34043
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.34965
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.3615
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.37598
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.3931
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.41289
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.43536
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101137
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204586
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312354
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424644
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541714
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663809
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789459
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906678
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028837
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156209
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289087
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427731
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572434
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723606
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27567
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61237
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97406
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36359
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27442
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.32949
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.38153
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.38824
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.39756
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.40952
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.42412
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.44137
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.46129
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.48391
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103516
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207026
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314878
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427263
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533359
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640311
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751703
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867779
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988754
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114847
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246355
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383579
ë(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526846
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676451
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967682
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61575
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9777
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36747
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78837
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.3799
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.4322
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.439
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.44844
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.46051
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.47523
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.49262
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.51269
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.53547
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10685
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205748
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299693
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397431
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49918
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605155
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715496
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830459
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950256
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075139
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205381
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341275
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48311
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631225
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785963
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42849
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98276
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37291
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79422
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.43329
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.48588
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.49279
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.50233
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.51453
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.52938
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.54692
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.56715
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.59009
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065907
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175589
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268647
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365551
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466376
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571396
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680692
ñ(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794625
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913334
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037061
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166104
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300672
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441191
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587857
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741102
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01655
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93458
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37994
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80178
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.48974
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.54263
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.54964
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.5593
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.57163
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.58663
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.60432
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.62471
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.64783
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934683
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097738
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214363
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334971
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434955
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539005
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647413
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760296
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877948
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000587
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128463
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261845
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401031
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546358
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698182
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85687
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48209
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38855
(418.77, 13.56, 326.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81103
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.54928
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.60249
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.60962
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.61941
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.63188
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.64703
(418.77, 13.56, 326.34) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.66488
