¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(375.00, 9.70, 318.57) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 18.89234
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499869
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753772
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030663
¥(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332737
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663534
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008774
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330392
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711127
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251522
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38228
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08624
(375.00, 9.70, 318.57) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 21.24066
(375.00, 9.70, 318.57) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 21.37357
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.21457
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.85189
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 19.8238
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.09858
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257576
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511214
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779164
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058321
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362965
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696657
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04618
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37099
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791559
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342551
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43164
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09551
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68441
(375.00, 9.70, 318.57) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 22.52401
(375.00, 9.70, 318.57) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 22.85592
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.26915
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.22578
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.46422
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268164
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524888
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801835
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0863
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393536
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730207
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084269
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412382
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873465
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43541
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48022
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10498
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69531
(375.00, 9.70, 318.57) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.5986
(375.00, 9.70, 318.57) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 23.99007
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.76511
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.66401
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 20.84704
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.51138
¦(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27877
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539078
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819072
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114559
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424441
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764163
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123086
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454576
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956836
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687237
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 17.29232
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.65565
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70649
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.34731
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.12588
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.24813
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.81343
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289396
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553226
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836403
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135529
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455666
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79844
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162628
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525456
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041686
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00755
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.1905
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 17.22857
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.54484
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.11163
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.72159
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.9686
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.61318
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.6687
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.12692
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567401
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853809
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154583
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484516
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833105
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202924
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601958
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128146
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33773
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62144
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 17.22006
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.09849
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.58648
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.34559
¤(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 23.45687
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.12791
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.11007
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.46067
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310653
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581503
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871325
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173787
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505589
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868177
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24396
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679799
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216116
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61901
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.50757
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 17.29388
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.51011
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.91453
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.5541
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 23.49285
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.67977
(375.00, 9.70, 318.57) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.62756
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321305
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595568
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888933
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193023
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526794
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894597
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285712
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758929
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305714
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87624
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 17.32234
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.48145
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.81095
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.35104
(375.00, 9.70, 318.57) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 23.15565
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333202
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609611
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906588
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212391
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548078
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918128
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334771
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839394
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396891
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1356
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76996
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16633
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.766
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.83853
û(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346001
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623566
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924364
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23185
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569462
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941785
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362458
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921215
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489724
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39638
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78177
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17727
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77866
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.85279
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358702
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637522
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942168
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251389
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590976
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965571
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393421
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981259
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58423
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51881
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79156
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18845
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79147
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.86731
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371402
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651396
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958569
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271017
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612619
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989509
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42449
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010885
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68038
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53113
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8015
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19979
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80459
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.8821
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384032
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665239
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973759
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290755
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634313
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013489
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455626
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040155
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736686
í(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54347
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81159
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21135
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.58675
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.89715
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396599
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679018
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988912
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310538
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656132
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037653
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486834
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069134
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770406
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55584
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82192
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22308
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.35493
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.91246
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409109
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692681
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003997
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330447
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678038
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061873
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518099
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097775
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803772
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56784
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83238
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23507
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.16952
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.92804
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42154
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706334
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019013
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350388
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700015
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086382
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549432
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126024
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836686
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19194
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.843
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24721
(375.00, 9.70, 318.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.13155
