¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(441.88, 14.38, 268.23) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 3.578792
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835595
Î(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053826
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290302
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547291
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827592
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134424
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470229
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817378
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200014
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623793
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076635
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517711
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924303
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39047
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1289
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.45734
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.43269
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.41037
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.39035
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.37261
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.35714
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.34392
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.33293
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.32417
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.31764
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.31331
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.31119
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.31128
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833923
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052029
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288342
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54518
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825274
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131916
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468423
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815369
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197803
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6187
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070149
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516671
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923138
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43933
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18509
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.47816
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.45346
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.43108
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.41102
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.39325
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.37774
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.36449
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.35348
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.3447
Í(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.33814
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.3338
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.33167
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.33175
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832367
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050349
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286495
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543165
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823081
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129453
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466187
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813579
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195854
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61321
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063995
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516353
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922812
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48901
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24227
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.5013
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.47654
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.45412
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.43401
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.41619
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.40065
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.38736
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.37632
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.36752
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.36095
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.35659
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.35445
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.35452
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830824
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048683
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284723
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541225
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820961
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127168
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463628
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812027
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194131
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607982
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058191
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516828
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923296
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53958
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30049
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.5268
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.50198
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.4795
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.45933
Ğ(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.44147
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.42588
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.41256
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.40149
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.39266
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.38606
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.38169
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.37954
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.37961
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829392
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047096
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283004
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539381
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818954
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124922
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461178
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810649
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192599
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603053
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052715
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517996
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924588
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59096
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36775
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.55467
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.52978
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.50724
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.48702
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.4691
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.45347
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.44011
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.429
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.42015
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.41352
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.40913
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.40697
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.40703
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827999
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045601
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281353
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537596
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816979
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122818
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458839
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809507
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191317
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598469
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047635
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519923
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967209
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64322
Ì(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44729
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.58494
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.55998
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.53737
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.51709
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.49912
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.48344
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.47004
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.45889
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.45
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.44335
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.43894
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.43676
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.43681
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826683
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044153
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279807
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535877
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81515
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120774
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456625
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808567
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189409
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59417
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042874
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522648
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01368
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6964
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51856
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.61766
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.59262
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.56993
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.54959
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.53155
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.51582
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.50237
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.49118
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.48226
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.47558
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.47115
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.46896
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.469
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8254
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042815
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278319
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53428
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813376
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118841
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454474
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807799
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185813
Ó(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590206
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038473
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526097
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06092
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7367
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59545
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.65285
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.62772
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.60495
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.58453
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.56644
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.55065
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.53714
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.52591
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.51695
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.51025
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.50579
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.50358
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.50361
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82421
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041527
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276937
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532755
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811738
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117018
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452465
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807253
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182521
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586556
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034438
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530287
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09807
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74993
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67279
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.69054
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.66531
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.64247
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.62197
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.6038
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.58795
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.57439
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.56312
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.55412
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.54738
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.5429
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.54067
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.54069
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823085
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040265
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275577
(441.78, 14.33, 268.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531317
