¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057134
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.01929
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.667576
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42427
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31867
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25331
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55883
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15318
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.06808
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.03961
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01397
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.99115
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.97112
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.95386
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.93937
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.92761
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.91859
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.91228
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.26196
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46152
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677512
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.914578
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177977
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459874
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775839
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125592
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50912
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938779
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419199
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.969113
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.608457
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35386
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2337
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14776
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4313
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9961
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.98525
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.957
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.93157
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.90895
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.8891
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.872
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.85765
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.84603
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.83712
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.83091
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.246694
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.444982
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.659557
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894798
ï(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156305
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436034
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749066
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095935
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475853
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901559
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377193
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.919537
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.551801
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28547
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15007
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04412
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30632
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84239
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.90609
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.87806
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.85284
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.8304
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.81072
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.79378
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.77956
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.76806
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75926
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75315
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.231564
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428598
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641774
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875188
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134828
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412444
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722549
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066618
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442966
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.8648
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.335732
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.870561
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4967
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22037
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06775
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94148
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18384
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69208
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.83052
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.80269
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.77767
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.7554
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.73588
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.71909
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.70501
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.69363
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.68492
Ú(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.6789
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.216569
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.412369
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624164
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.85575
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113545
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389106
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696287
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037638
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410457
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.828502
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.294811
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.822187
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.442402
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15628
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98674
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83974
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06376
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54496
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75844
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.73082
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.70597
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.68388
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.66451
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.64786
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.63391
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.62263
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.61403
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.60808
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.201713
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396294
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606728
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836486
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092461
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36602
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670284
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008996
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378329
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792664
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.254431
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776109
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388906
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09321
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91099
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73982
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94606
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40107
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.68979
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.66235
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.63768
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.61574
Ù(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.59653
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.58
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.56617
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.555
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.54648
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.54062
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.186997
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.380377
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589465
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817398
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071574
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343189
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644539
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980691
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.346582
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757281
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214588
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730974
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.336204
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03113
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83713
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64158
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83068
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26027
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.62447
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.59721
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.5727
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.55092
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.53184
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.51545
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.50172
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.49065
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.48222
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.47643
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.172421
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.364619
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572379
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798484
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050887
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320612
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619055
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952725
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.315214
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722356
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.17528
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686476
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284286
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.970037
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76452
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54507
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71763
ì(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12253
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.56241
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.53533
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.51097
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.48933
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.47038
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.45411
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.44049
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.42951
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.42117
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.41545
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.157986
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.349019
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55547
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779752
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030402
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29829
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593832
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925097
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284308
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.687886
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136503
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642609
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23315
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.909923
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69316
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60994
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60681
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98773
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.50355
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.47663
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.45242
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.43092
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.4121
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.39593
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.38241
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.37153
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.36326
(342.39, 7.24, 369.89) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.35761
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.143695
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33358
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.538738
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761479
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010118
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27622
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568871
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.897807
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254014
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.653872
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098259
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599371
î(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.182786
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.85077
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62302
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52582
(342.39, 7.24, 369.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49821
