¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.28455
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021103
¬(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62875
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30355
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12665
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02721
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49274
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4709
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.455
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44766
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.33607
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32693
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.31982
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.21415
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.42012
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.19381
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.85673
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.030227
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.217634
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.420642
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638446
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873021
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129215
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410088
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210953
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574863
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989876
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459634
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989965
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59322
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26861
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08582
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52652
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49738
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47235
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45656
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45166
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.3524
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.34324
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.33612
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.23186
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.20896
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.20989
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.849188
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.022096
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.208844
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.411113
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.62637
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.859871
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114838
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394304
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701909
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555332
»(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965782
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432594
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959333
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558271
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23425
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.577
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.53996
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50522
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4811
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46618
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46021
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.3708
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.36163
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35449
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.25181
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.22709
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.22802
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.841757
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.014085
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.200187
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400848
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61449
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846933
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100695
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378784
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684802
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536176
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942096
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405962
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929193
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523887
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20051
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.59451
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.55755
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52394
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49748
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48258
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47805
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39131
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38211
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.37495
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.27404
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.29051
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24729
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24822
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.834436
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.006196
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.19166
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390074
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602801
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834206
½(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086787
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363523
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667985
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51735
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918769
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379757
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899563
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4901
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16618
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93218
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.58627
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.55148
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52724
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.51167
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50539
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.41393
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.40471
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39752
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.29857
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.70547
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.26958
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.2705
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.827228
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.998428
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.183268
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.379476
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591305
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821691
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073113
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348525
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651462
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986337
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895842
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354034
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870457
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45693
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12267
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88176
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.61888
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.58997
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.56433
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.54924
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.54267
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43869
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42944
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.42223
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.32541
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.2969
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.29397
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.29489
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.820131
š(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.990782
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.17446
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.369055
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.580002
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809388
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059674
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333786
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635265
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968503
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874398
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328712
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841841
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424344
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07995
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83234
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70853
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.6309
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.60765
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.59249
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.58227
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46561
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45633
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.44911
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.3546
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32159
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32049
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.32141
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.813148
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.983259
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.164985
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358809
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568892
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797297
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.046468
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319308
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619734
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950995
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318493
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303803
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813743
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392327
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04004
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78387
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65181
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61253
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71703
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10184
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76498
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.49473
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.48542
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47816
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.38617
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35028
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.34918
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.35009
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.806278
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.975858
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.155674
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.348742
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557975
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785419
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033498
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30509
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604331
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933811
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299387
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27932
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786091
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360871
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00336
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73631
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59625
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56811
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64883
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0291
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 12.31754
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.44088
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.4346
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.42626
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.42015
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38116
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38005
(397.65, 14.25, 246.51) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.38096
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.799521
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.968508
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.146523
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.338852
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547252
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773752
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020761
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29113
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589082
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916949
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280648
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255301
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758952
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329987
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967467
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6897
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54181
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52494
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58236
(397.65, 14.25, 246.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95813
