¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(392.24, 7.52, 358.25) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.78568
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53403
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55995
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78915
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28833
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21418
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.73458
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54594
(392.24, 7.52, 358.25) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.42168
(392.24, 7.52, 358.25) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.4152
(392.24, 7.52, 358.25) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.76652
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.204115
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393525
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598375
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820579
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062382
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326435
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615884
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934505
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286862
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686522
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.139276
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650496
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22964
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.89477
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63973
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50445
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52481
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74673
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.23612
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1521
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.6483
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42118
(392.24, 7.52, 358.25) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.4531
(392.24, 7.52, 358.25) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.43782
(392.24, 7.52, 358.25) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.765
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.198414
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.387371
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591713
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813346
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054502
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317818
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606425
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924077
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275307
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.673585
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124728
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.634018
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210982
í(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873278
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61494
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4754
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49033
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70513
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18497
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09142
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56391
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.70866
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.192805
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.381317
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.585161
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.806231
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.046752
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309343
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597124
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913822
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263947
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.660831
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.110387
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617779
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192609
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.852118
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5906
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44691
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45652
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66436
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.13487
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03189
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.48139
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.59747
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.187287
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375361
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.578714
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799235
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039131
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301013
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587981
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903742
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252784
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648259
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096254
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601779
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174516
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.831287
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56672
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41896
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42336
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62441
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0858
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9735
í(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.40073
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.48892
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.181861
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.369505
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572379
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792357
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031641
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292826
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578996
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893842
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241818
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635875
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082334
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.586021
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156709
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810792
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54329
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39155
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39087
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58528
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03776
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91625
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.32191
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.38298
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.176528
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.363751
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566152
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7856
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.024282
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284782
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570171
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884117
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231051
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.623672
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.068623
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570505
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139184
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790627
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52032
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36468
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35903
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54695
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99074
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86012
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24489
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.2796
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.171288
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.358099
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560037
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77896
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017054
œ(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276885
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561507
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874569
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.242207
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.67299
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135633
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.654932
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.142252
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.770797
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49781
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33835
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32784
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50942
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94474
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8051
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.16967
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.17876
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.166143
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.352547
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55403
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772444
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076693
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422617
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020739
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355211
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726714
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153421
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631763
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171627
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775934
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44574
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7564
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33712
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2973
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4727
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89974
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7512
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.09622
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.08041
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.161091
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392372
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699827
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177593
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43145
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708414
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011775
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345351
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715453
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140802
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617602
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155614
à(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758483
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42571
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19326
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08538
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49979
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43677
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85575
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69839
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02451
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.98452
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524165
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723013
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937953
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170879
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424139
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700447
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003035
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335721
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704346
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128423
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603683
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139831
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741322
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40612
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17063
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0589
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10347
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69524
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81275
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64623
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95454
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.89105
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518939
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717402
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931874
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164279
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416962
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69261
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994428
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32626
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693416
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116214
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589967
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124325
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72453
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38689
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14844
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.033
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07285
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31243
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90529
ã(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59486
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.88628
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.79997
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.513836
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71187
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925918
(392.24, 7.52, 358.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157817
