¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (377.00, 16.36, 288.71) (382.98, 8.54, 305.30) (0.81, 2.16, 0.81) Human 1.794974
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888263
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60478
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44639
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43574
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6152
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04505
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61397
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.930141
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.041696
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.160603
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.287579
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.42344
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.569112
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.725658
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.8943
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.075563
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.271404
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484076
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.715907
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24885
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549783
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882576
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252246
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663565
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127502
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.653028
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930695
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65222
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49199
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4896
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67984
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.124
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72444
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.937726
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.049757
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.169187
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.296738
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.433231
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.579603
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.736926
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.90642
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.088242
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.285126
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498976
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732791
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989478
Æ(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266922
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569685
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9046
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.275723
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.690446
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.157787
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.687407
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974788
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70304
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53967
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54598
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74748
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20677
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84002
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.945532
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.058055
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.178024
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.306167
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.443314
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.590407
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.748531
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.918536
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.101318
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.299283
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514349
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750202
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008537
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285626
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590292
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927412
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300074
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718321
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189207
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.722881
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.33245
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75578
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58947
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6049
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81827
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29346
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96082
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.953558
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.06659
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.187115
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.315869
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.453688
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.601527
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.760478
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.931022
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.114797
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.313877
Å(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.530646
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768143
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026641
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304972
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611609
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950462
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325779
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.747206
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221778
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.759633
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.374584
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80755
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64257
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66639
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89224
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38412
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08706
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.96181
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.075363
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.196461
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.325845
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.464358
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.612965
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.772768
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.94388
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.128683
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.328915
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547584
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786623
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044862
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324966
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633648
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973945
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352475
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777117
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.255525
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.797742
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.418293
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85678
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69976
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73054
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96948
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47893
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32005
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.970283
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.084375
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.206062
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.336094
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.475323
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.624721
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.78512
¾(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.957115
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.142974
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.344537
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565013
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805643
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063672
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345615
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656416
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998236
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380082
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.808065
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290228
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.83722
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4636
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90794
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75928
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79742
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0501
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57795
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51423
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.978981
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.093627
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.215921
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.346621
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.486586
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.636799
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.797756
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.970727
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.157681
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.361017
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582939
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82455
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08308
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366926
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67915
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023479
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408621
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84007
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.326041
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.878096
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.510542
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96114
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82115
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8671
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13414
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68134
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61045
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.987906
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.10312
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.226039
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.357426
Ä(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.498149
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.649201
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.810743
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.984721
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.1728
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.377955
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601367
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842847
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103094
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388908
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702558
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049919
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438101
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873145
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.363182
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920392
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.558572
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01637
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88545
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93961
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22167
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78919
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71165
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.997056
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.112857
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.236418
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.368511
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.510014
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.661787
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.824084
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.999098
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.188692
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.395353
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620302
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.861695
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123716
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411427
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726717
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077204
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468537
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.907085
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.401573
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.964137
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.604825
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07369
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95224
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.015
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31286
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89337
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81801
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.006435
»(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.122838
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.247058
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.379878
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.522183
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.674528
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.837782
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.013865
(377.00, 16.36, 288.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.205157
