¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(381.89, 13.86, 260.99) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 24.15926
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88653
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05597
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67336
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19184
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498892
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807998
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156576
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.544327
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986159
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.495558
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.07759
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.766062
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67921
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91496
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08145
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71264
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502955
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812801
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16191
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.550282
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.993531
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503936
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089764
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.779737
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70218
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94039
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10146
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75274
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506824
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817358
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166971
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555933
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.000497
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511848
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.101177
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.792737
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7237
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9628
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11592
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79366
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510497
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.821671
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.171758
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.561277
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.007048
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.519299
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.111779
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.805057
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74375
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98213
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1248
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8354
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513973
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.825729
Ÿ(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176267
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.56631
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013184
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526271
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.121782
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.816683
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76231
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99834
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12809
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.87797
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517251
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829538
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180497
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571033
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018898
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53277
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.131186
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.827619
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77935
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01329
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12576
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92136
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520284
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833092
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184445
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575438
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.024191
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538786
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139979
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.837842
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79486
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02776
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11783
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96557
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523112
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836392
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188111
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.579529
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029059
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.544322
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.148165
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.847361
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80882
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04022
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10432
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01061
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52574
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839436
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191492
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583303
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0335
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549372
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.155731
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.856163
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82123
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05067
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.0904
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.05649
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528167
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842221
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194587
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.586757
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037509
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.553931
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.162676
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.865293
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83205
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05909
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08444
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.1032
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530395
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844751
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.197396
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.589891
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.041086
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.558001
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168997
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.874298
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84129
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06548
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07477
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.05638
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532419
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84702
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199915
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.592703
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.044231
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561577
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174685
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.882406
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84832
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06982
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06141
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93688
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53424
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849027
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202146
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.595193
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04694
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564657
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179739
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.88961
¡(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85381
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0721
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04438
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80497
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535858
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850772
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204085
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597359
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.049212
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567239
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.184158
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895906
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85807
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07234
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02373
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.65822
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537271
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.852256
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.205736
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.599197
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051044
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.569326
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187943
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.901289
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86111
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07052
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99947
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50554
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53848
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.853477
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207091
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600712
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052438
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570911
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191079
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.905749
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86291
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06664
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97166
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37594
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539485
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854435
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208155
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.601899
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053391
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.571996
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.193574
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.90929
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86295
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06072
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94034
¡(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.23728
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540282
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855129
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208927
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.602759
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053906
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.572687
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.195401
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.911909
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8609
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05276
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89429
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09004
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.540875
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855559
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209404
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603291
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053979
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573393
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.196218
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913599
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85723
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04276
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8404
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.94191
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54126
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855725
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209588
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603496
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053613
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573501
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19634
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.91436
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85194
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03075
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78811
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78563
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54144
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855625
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209479
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603373
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.052804
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.573008
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.195769
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914195
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84504
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01674
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75414
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14486
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541413
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855262
Ö(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209075
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.602921
(381.89, 13.86, 260.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051555
