¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê (336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.845059
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.237875
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.564002
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.912179
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.292218
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.721677
ß (336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.231455
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.823395
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.542336
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.43898
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.62332
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.39175
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.93111
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46774
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30748
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.681059
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.948061
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.242675
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.567797
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.90861
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.28823
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.724228
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.234365
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.833026
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.553638
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.45793
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.65002
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.41909
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.96991
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46926
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25912
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.684838
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.952223
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.247283
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.564451
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.904893
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.284078
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.726494
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.236952
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.842175
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.565015
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.47608
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.67525
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.44375
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.00494
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4666
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19329
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.688456
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.956211
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.251697
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.560973
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.901027
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.279757
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.728477
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.239212
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.850849
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.579407
Õ (336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.4934
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.69901
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.4657
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.03613
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45977
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12154
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.691914
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.960021
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.25075
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.557356
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.897013
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.280199
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.730175
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.241147
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.859035
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.593106
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.50989
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.72125
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.4849
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.06345
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42721
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.82933
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.695208
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.96365
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.247362
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.553615
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.892856
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.281442
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.731582
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.244026
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.866726
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.606095
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.52654
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.74197
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.50133
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.08682
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39102
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76902
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.698339
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.966383
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.243858
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.54974
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.888551
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.282434
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.732704
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.250227
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.873926
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.61837
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.54291
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.76114
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.51399
¬ (336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.10622
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.34711
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70806
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.701305
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.963089
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.240238
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.545738
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.884101
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.283172
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.73354
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.256001
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.88063
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.629928
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.55822
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.77873
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.52323
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12294
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26738
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.64646
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.704105
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.959696
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.2365
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.541611
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.884075
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.283658
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.734087
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.26134
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.886829
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.640753
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.57248
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.79474
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.52958
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13751
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.18783
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.58426
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.12772
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.704288
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.956194
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.232649
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.537351
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.884277
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.283885
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.734344
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.266245
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.146796
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.831976
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.58566
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.80915
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.53302
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14784
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10847
¾(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.52148
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.01916
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.700997
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.95259
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.228683
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.53297
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.884254
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.283859
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254934
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816007
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460923
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31283
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.34793
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.82193
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.53997
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15075
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.02933
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.45815
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.91245
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.697617
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.948884
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.224605
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.528465
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369349
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790914
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265343
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822037
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467886
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33521
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36423
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.31675
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.54746
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12756
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95042
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.39076
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.80758
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.69414
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.945075
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.220417
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010997
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3796
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802395
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278323
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827638
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477419
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35666
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36131
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.919
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.55241
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10124
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.87176
€(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32084
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.70454
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.690572
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.976867
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687413
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018269
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389615
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813671
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291057
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832872
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494584
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35581
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35738
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93697
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.89681
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07182
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79336
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.25068
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.60331
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.86219
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393394
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693843
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025376
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399495
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824748
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303549
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846653
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510978
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35171
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35251
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95952
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.43798
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03934
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.71524
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.18029
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.50387
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125113
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399105
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700166
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032373
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409098
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83555
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315794
(336.46, 7.21, 311.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860627
