¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(406.28, 14.92, 311.53) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.73151
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53489
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99971
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25038
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791597
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009167
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243113
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497124
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774058
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075803
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395603
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763303
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170316
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610393
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.11599
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673476
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29459
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99673
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52431
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49028
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66755
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02324
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63548
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49591
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98154
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28406
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791849
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009439
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243604
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497659
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774642
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077733
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396944
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.764786
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172805
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613454
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.119431
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.680093
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3021
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0075
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53386
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51253
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6939
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03885
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67086
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45077
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81478
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792158
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009774
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244174
Ì(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498279
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775319
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078475
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399181
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766388
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174586
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.616673
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123054
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.686981
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30992
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01864
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54394
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53534
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72093
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05533
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7074
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40781
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65354
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792526
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010171
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244821
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498982
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776088
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079317
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401648
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.768111
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176502
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.620053
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126852
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.694358
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31806
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03011
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55454
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55871
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73966
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07269
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74513
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36694
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49766
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792953
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010634
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245544
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49977
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776947
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080259
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404278
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769952
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.178548
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623592
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130832
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.702037
ê(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3265
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73408
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56918
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58263
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75498
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09092
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78406
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32818
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30887
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793439
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011159
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246346
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.500643
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777901
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081304
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407069
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771914
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180729
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.627291
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.134992
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.708196
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33526
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74454
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59013
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60715
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77103
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11168
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82417
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29148
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08887
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793982
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011747
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247226
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501599
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778944
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.082447
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410025
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.773992
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.18304
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.631745
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139328
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.713108
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34432
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75543
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61157
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63224
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78785
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14726
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83251
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25685
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87579
Õ(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794584
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012398
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248182
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50264
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780081
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083693
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413144
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.776191
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185484
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637268
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.143844
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.718224
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00489
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76666
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63346
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6579
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80539
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18373
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82064
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25924
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65642
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795244
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013111
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249216
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503764
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781308
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085039
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416425
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.778506
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188059
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643011
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14854
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.723541
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01502
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77827
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6559
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68034
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82368
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2069
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84443
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20318
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44193
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795961
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013887
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250109
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504972
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782627
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.086484
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419868
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780939
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190764
ë(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.647942
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.153411
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.729061
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02549
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78734
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66475
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6958
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84272
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22998
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86992
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10711
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23428
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796736
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.014727
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251019
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506264
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784037
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088029
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422062
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.783491
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193602
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651115
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.158461
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36187
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02969
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79198
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67015
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71251
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86251
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25382
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89717
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01472
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03311
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79757
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01563
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251999
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507638
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78554
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089676
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423874
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786161
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19657
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.654436
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163688
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36575
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03411
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.797
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67596
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72965
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88302
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27843
â(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9261
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92599
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83827
(406.28, 14.92, 311.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798461
