¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.13507
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.29055
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.23498
¹(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.35467
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.70311
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.35797
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.43665
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.12526
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.73753
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.53501
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975075
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277478
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60775
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961319
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351014
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786716
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305009
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813831
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20385
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62826
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20436
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.54116
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.2043
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.31804
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.65861
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.3028
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.36647
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.03302
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.61095
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.75116
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967606
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26931
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597576
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950114
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338675
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768935
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270394
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763322
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14905
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65101
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25718
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.85586
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.17355
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.28134
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.61406
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.24761
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.29632
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.94091
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.48475
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.97313
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960077
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261075
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587391
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938908
·(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326267
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755177
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235761
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713868
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15158
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6988
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31072
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02778
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.17176
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.24458
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.56947
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.19239
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.2262
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.84896
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.35896
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.20111
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952459
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252759
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577145
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927644
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313829
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741365
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217152
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698617
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19506
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74727
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3651
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1007
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.52831
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.20778
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.52485
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.13718
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.15615
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.75719
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.2336
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.43527
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944775
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244329
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566852
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916336
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301324
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727483
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201688
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738366
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23914
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79644
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42025
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17468
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.90893
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.17093
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.4802
Æ(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.08198
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.08617
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.66562
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.10869
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.67581
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936986
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235833
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556532
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904994
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28882
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713587
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191721
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732302
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28379
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84628
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47791
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24966
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93309
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.29945
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.43554
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.0268
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.01628
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.57428
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.50728
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.4889
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.47338
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.4607
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.45087
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.44387
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43968
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43831
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43976
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.44402
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929157
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227278
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546165
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893614
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276227
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701041
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182109
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721464
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32904
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89679
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54445
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26886
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83167
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46992
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.39089
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.49345
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.46651
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.44249
Î(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.42135
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.40307
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.38764
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.37505
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.36527
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35831
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35415
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35278
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35422
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.35846
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92125
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218634
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535791
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882175
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263632
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692308
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172351
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71047
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31787
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94797
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61182
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17869
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7328
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34248
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.34625
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.4109
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.38412
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.36022
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.3392
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.32103
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.30569
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.29317
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.28345
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.27652
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.27238
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.27103
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.27246
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.27667
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913281
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209921
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525371
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870716
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25363
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683483
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162473
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699389
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30527
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99419
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59234
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09069
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63637
Ã(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23638
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.69585
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.69075
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.68298
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.67807
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.67604
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.67686
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.68055
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.6871
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.69652
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.70882
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.72402
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.70585
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905224
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200848
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514937
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859255
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245605
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674578
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152521
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68819
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29261
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9797
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51362
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0048
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54236
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13299
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.24117
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.80664
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.73804
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.21161
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.49218
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.98145
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897157
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19127
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504468
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851183
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237472
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665561
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142438
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676877
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27976
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96509
(413.30, 14.19, 246.53) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.23215
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92102
(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4507
