¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.75712
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.56729
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.55883
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.55341
£(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.55103
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.55168
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695019
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88779
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095314
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319275
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561642
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824702
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111203
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424341
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762146
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130511
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537364
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988892
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492814
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.032
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51115
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03915
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62535
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27988
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77343
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89946
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.85914
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.84115
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.82629
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.81454
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.80589
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.80032
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.79783
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.79843
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68897
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.881286
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088306
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311715
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553439
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815816
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101544
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413771
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748598
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11563
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520869
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970592
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472371
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99926
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47379
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99787
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5924
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2612
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73936
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87413
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.11849
­(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.10014
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.08497
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.07296
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.06409
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.05837
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.05577
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.05631
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683109
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874992
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081507
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304368
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545519
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8072
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092112
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402696
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735436
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101148
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504851
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952784
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452454
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976609
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4622
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99971
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59783
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27125
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70532
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8414
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.38971
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.37099
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.35549
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.3432
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.33412
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.32823
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.32552
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.32599
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677381
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868865
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074896
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29723
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537773
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798789
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082981
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391022
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722641
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08703
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489292
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93549
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433101
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97373
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46749
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0056
´(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6044
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33446
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67128
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7661
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.67353
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.6544
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.63856
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.62599
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.61667
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.6106
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.60777
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.60818
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671822
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862862
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068491
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290277
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530263
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790642
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074086
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37964
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710176
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073359
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474133
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918666
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414312
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94733
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47375
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01252
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61208
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39919
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63729
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69204
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.97072
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.95118
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.93497
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.92209
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.91253
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.90627
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.90331
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.90364
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666402
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857076
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062242
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283548
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522974
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782746
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065453
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368605
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.698073
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060037
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459419
®(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902292
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396086
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921685
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48088
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02043
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62092
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46544
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60329
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61921
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67697
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.26214
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.24555
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.23235
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.22252
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.21606
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.21296
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.21322
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.661158
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851446
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056186
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277012
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51589
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775019
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057126
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357888
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686332
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047119
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445185
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88648
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378383
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896777
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4759
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02937
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6309
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53323
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6559
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57111
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62292
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.58823
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.57124
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.55769
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.54759
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.54091
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.53766
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.53783
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.656093
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84599
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050297
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270675
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509042
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767603
¯(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048124
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347458
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674941
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034582
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431314
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871091
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358453
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872657
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44876
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03935
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64232
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60257
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73842
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58445
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57078
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.93044
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.91301
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.89911
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.88871
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.88181
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.8784
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.87847
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.651159
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840696
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044618
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264557
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502385
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760384
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038897
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337374
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663898
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022435
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417907
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856211
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337439
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849227
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42248
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0504
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70276
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67355
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65665
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59824
(341.45, 6.99, 371.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52046
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.28987
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.272
(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.2577
