¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.42789
Ø(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525586
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794813
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068537
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366729
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692765
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05753
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508282
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971879
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474421
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21231
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.79501
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.76703
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.74129
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.71776
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.6964
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.67722
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66017
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.64525
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.63244
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.62173
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.61311
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.60657
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.60211
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.59971
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.59938
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.60111
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037259
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269484
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521649
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792305
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065802
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363765
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689499
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062938
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514373
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980563
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484179
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26591
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82473
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.79667
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.77085
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.74725
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.72584
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.70659
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.68949
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.67453
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66168
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.65094
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.64229
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.63573
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.63125
Õ(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.62884
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.62851
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.63024
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03396
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265921
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517778
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789936
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063253
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360961
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686452
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068433
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520525
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989501
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510822
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31975
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85674
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82859
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80269
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.77902
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.75753
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.73823
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.72108
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.70606
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.69318
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.6824
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.67372
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66714
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66264
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66021
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.65987
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66161
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030718
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262422
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513964
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787728
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060863
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358338
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683595
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073982
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526704
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998717
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556511
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3737
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89107
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.86283
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.83685
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81309
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.79154
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.77216
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.75495
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.73989
Ø(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.72695
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.71614
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.70743
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.70082
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.6963
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.69387
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.69352
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.69526
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027505
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25894
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510154
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783792
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058624
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355896
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680919
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079566
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532941
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008138
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602273
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42783
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.92776
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89942
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87334
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8495
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82787
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80843
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.79115
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.77604
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.76305
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.7522
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.74345
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.73681
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.73227
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.72983
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.72948
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.73122
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024369
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255511
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506446
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779727
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056504
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353634
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678451
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085169
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539243
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017833
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648134
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 10.45919
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 10.60022
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 10.74723
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.91223
Ú(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.88829
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.86658
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.84706
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82972
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81454
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80151
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.79061
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.78183
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.77516
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.7706
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.76815
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.76779
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.76953
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02121
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252146
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50276
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775738
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054617
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351572
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683493
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09082
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545568
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027771
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694022
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.816498
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.833815
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.958411
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 10.08819
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 10.22342
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 10.36438
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 10.60822
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8707
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85545
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.84236
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.83142
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8226
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8159
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81132
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80885
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80848
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81023
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018186
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24881
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499145
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771774
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052869
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349636
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688631
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096567
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551939
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037958
à(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739986
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.838698
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.810944
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.785247
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.761582
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.739928
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.720257
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9316
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.91412
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89881
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.88566
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87466
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8658
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85908
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85447
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85198
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85161
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85335
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015155
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245531
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495588
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767894
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05128
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347905
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693764
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102297
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558392
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05654
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757426
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.862931
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.835103
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.809339
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.785611
(441.99, 14.25, 270.57) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.763898
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.99737
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9776
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.96003
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94465
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.93145
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9204
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9115
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.90473
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9001
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89759
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89721
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89896
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01214
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242305
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49209
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764071
(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049865
è(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346362
