¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637028
×(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.733198
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.890403
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.065806
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248389
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.441267
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.650005
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876586
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123346
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396871
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693381
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02015
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909109
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345673
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835171
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40254
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05975
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81805
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80732
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82536
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55277
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.46167
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.323468
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.451739
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.588777
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.735471
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.893715
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.070785
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.251197
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.444295
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.653281
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880143
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127219
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402119
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699141
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026501
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918962
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356699
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847504
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419348
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07903
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84034
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85083
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66108
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24097
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.05538
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.85882
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.325526
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.453932
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.591118
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.737976
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.89856
Ú(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.075168
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.254303
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447646
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656907
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884079
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134354
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407822
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705404
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033408
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398176
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36843
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86067
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433705
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09936
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8639
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89587
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33037
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99329
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.69309
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.43136
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.327773
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.456326
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.593674
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.74071
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.90363
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078336
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.25771
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.451323
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.660885
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888398
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141892
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413984
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712169
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040871
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408344
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380924
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8747
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447123
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12079
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88875
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94241
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9727
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75379
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35888
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.08112
(434.31, 14.97, 326.91) (422.72, 3.11, 364.26) (0.81, 2.16, 0.81) Human 24.15444
(434.31, 14.97, 326.91) (422.72, 3.11, 364.26) (0.81, 2.16, 0.81) Human 24.08406
(434.31, 14.97, 326.91) (422.72, 3.11, 364.26) (0.81, 2.16, 0.81) Human 24.02361
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.330208
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.458922
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.596444
Õ(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.743675
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.908925
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.081781
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.26142
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.455325
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665215
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893099
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.148367
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420606
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719441
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048892
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419131
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394154
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88956
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461386
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13975
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91954
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99052
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70526
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52212
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03629
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.63798
(434.31, 14.97, 326.91) (422.72, 3.11, 364.26) (0.81, 2.16, 0.81) Human 24.12461
(434.31, 14.97, 326.91) (422.72, 3.11, 364.26) (0.81, 2.16, 0.81) Human 24.0593
(434.31, 14.97, 326.91) (422.72, 3.11, 364.26) (0.81, 2.16, 0.81) Human 24.0034
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.332834
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.46172
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.599432
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.748762
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.914447
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.085509
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.265431
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.459653
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6699
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.898324
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.154843
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427689
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727218
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057474
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43054
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844462
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905269
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476578
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15721
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9607
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04023
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53472
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3274
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7976
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.33637
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.335649
Â(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.464719
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.602634
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.754106
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.920195
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.089517
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269745
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.464307
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674937
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906311
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161741
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435234
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735506
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068583
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442572
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857903
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921817
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492624
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17571
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99123
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09153
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36852
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.06625
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53117
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.97593
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.338654
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.467921
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.606054
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.759661
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.926134
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.093806
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.274361
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46929
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68033
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.914665
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169062
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443245
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744304
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081569
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455236
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.872051
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.339648
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509599
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19522
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0094
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14444
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20658
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58179
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27426
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.67868
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.341847
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.471325
¸(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.61028
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.765426
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.930391
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.098378
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.279281
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.4746
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68608
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923387
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17681
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451719
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753617
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093619
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468529
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.886906
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356007
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527491
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21581
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03098
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19818
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04871
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11717
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10715
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.44975
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.345232
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.474933
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.615849
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.771403
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.934912
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.103232
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.284507
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.480241
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.692185
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93248
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184987
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460664
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763445
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10616
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.482464
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902478
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373169
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907038
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23746
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05998
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22282
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89484
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70494
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.89608
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.06732
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.348807
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.478744
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.621614
·(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.777592
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.939697
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.108369
