¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ (393.69, 14.81, 307.64) (412.32, 8.71, 315.76) (0.81, 2.16, 0.81) Human 5.613182
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.578928
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.572898
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.567996
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.568999
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.577395
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.593841
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.619802
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.658364
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.717078
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.829648
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.804274
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.785347
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.767336
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.750226
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.733995
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.718626
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.704098
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.690403
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.677526
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.665445
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.654159
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.643649
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.633904
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.624916
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.616677
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.60918
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.602409
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.596367
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.591368
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.592484
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.60161
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.619561
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.64825
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.692028
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.763678
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.839754
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.820691
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.802551
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.78532
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.768973
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.753495
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.738876
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.725091
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.712124
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.699968
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.68861
 (393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.678035
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.668235
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.659199
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.650917
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.643378
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.636584
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.630517
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.625391
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.626692
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.637081
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.657746
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.691652
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.746859
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.870868
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.891206
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.871942
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.853622
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.836218
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.81971
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.804089
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.789329
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.775414
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.762331
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.750071
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.738615
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.727952
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.718075
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.708971
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.700633
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.69305
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.686216
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.68012
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.674843
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.676502
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.68939
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.715758
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.762496
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.869094
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.972227
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.952709
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.934154
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.916524
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.899813
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.883997
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.869062
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.854994
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.84177
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.829386
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.817821
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.807061
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.797107
ª(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.787937
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.779557
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.771943
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.765094
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.759001
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.753653
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.756289
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.776639
(393.69, 14.81, 307.64) (411.68, 8.69, 314.26) (0.81, 2.16, 0.81) Human 3.825491
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63254
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023284
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395839
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839047
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293022
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804667
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385557
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08913
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93321
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91947
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19516
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53467
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85917
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21696
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.83645
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91351
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01046
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65265
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07038
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51575
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99904
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50823
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04985
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997122
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357525
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786807
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234365
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738298
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309844
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986365
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81216
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74416
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07273
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38262
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68175
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10959
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71877
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9424
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94407
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72779
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14856
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59043
”(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05492
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54356
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34642
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970837
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325453
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734913
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176068
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67236
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234772
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884773
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69276
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55836
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91893
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21495
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54014
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.00625
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60222
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97298
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86526
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73721
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23093
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67625
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14443
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70372
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56656
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948209
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297901
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683294
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118172
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160335
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791798
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57629
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34092
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76785
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15021
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46861
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90368
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46808
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99437
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78946
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65475
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31754
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76654
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30403
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93622
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79438
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926046
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27336
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641516
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065523
ƒ(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54213
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086599
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707234
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46254
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10789
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66914
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00685
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39726
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70692
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34506
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00188
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73899
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5755
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4085
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9252
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53236
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17747
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903795
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245276
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601835
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020502
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490416
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02064
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62354
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35019
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84019
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53551
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86209
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17229
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62208
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22317
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05708
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85147
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6584
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51195
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12714
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76255
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42773
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881382
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214777
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568126
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975641
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439904
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963469
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558221
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25723
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57907
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40858
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79792
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09558
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53759
…(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10241
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93016
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96765
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78402
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60569
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27903
(393.69, 14.81, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92314
