¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.06423
Ğ(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.2133
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.20575
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.20038
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.1972
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.19621
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.1974
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.20078
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25154
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497102
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764099
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047414
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347737
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67641
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037473
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409324
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811514
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255938
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739809
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19884
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70544
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.28014
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.25476
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.23168
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.21087
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.19232
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.17601
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.16191
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.15002
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.14033
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.13282
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.12749
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.12434
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.12335
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.12453
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.12788
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254818
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500624
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767944
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049139
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349651
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678492
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039808
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431634
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836032
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283119
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710126
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1662
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66941
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.20939
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.18416
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.16123
Ó(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.14055
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.12212
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.1059
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.09189
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.08008
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.07045
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.06299
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05769
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05455
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05357
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05474
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05807
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258087
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50416
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771777
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051018
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351664
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680681
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042202
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441171
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860995
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268536
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681234
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13443
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63431
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.14167
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.1166
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.0938
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.07325
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05492
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.03881
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.02488
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.01314
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.00356
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.99615
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.99088
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.98776
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.98679
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.98795
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.99126
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261351
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507727
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775668
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05292
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353782
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683021
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044763
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443951
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868109
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242831
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653078
Ô(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10349
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60019
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.07691
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.05199
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.02932
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.00889
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.99067
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.97465
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9608
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94913
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.93961
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.93223
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.927
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9239
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.92293
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.92408
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.92737
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264668
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511307
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778837
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054946
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355985
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68545
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047407
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446911
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855077
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217768
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625653
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07339
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56696
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.01504
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.99025
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.96771
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94739
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.92927
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.91334
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89958
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.88796
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8785
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87116
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.86596
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.86287
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8619
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.86306
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.86633
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267995
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514931
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780778
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057048
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358289
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687964
Ø(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050183
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446072
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842587
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202595
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598965
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04409
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53462
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.95598
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.93132
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9089
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.88869
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87067
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85482
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.84113
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82958
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82016
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81287
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80769
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80462
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80366
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8048
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80805
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27134
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518555
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782788
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059263
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360719
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690599
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052671
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444225
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830692
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189681
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581008
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01557
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5032
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89966
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87513
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85283
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.83272
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81479
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.79902
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.7854
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.77391
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.76454
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.75728
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.75213
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.74907
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.74812
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.74926
(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.75249
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.883988
Ÿ (434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.859939
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.837064
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.815338
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.794737
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.775239
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.756821
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.739466
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.723154
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.707869
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.693594
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.680316
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.66802
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.656694
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.646327
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.636906
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.628426
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.620874
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.614246
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.608535
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.603733
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.599837
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.596844
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.594748
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.593551
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.593249
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.593843
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.595333
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.884396
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.860345
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.837469
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.81574
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.795137
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.775638
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.757219
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.739861
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.723549
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.708262
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.693987
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.680707
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.66841
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.657084
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.646715
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.637294
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.628813
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.621261
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.614632
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.60892
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.604118
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.600222
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.597228
(434.52, 14.00, 303.22) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 4.595133
