¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.672096
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23875
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.60405
“(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65332
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878956
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124599
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403993
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718834
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067689
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45628
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891734
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377872
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94752
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609108
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39383
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40131
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70548
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84066
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89815
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71251
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20813
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663301
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889824
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136441
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41951
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736011
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086795
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477625
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911424
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400687
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970392
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633418
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43108
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43172
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77827
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87776
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96493
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70949
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.94809
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.65107
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.64037
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.6423
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.64833
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.65845
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.67274
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.85152
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673307
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900687
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148337
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435051
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75319
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10588
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498942
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929542
’(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423454
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996443
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657594
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46764
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46174
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85003
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91198
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02886
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70628
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19231
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.67544
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.66209
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.66139
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.66475
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.67215
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.68388
(334.98, 7.19, 312.57) (371.73, 3.90, 320.01) (0.81, 2.16, 0.81) Human 20.87394
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683379
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911645
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160793
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450579
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770363
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124952
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516591
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947575
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446196
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022468
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68516
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49231
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49138
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92075
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94322
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08994
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7029
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1801
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.693487
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922618
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17489
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46609
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787527
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144053
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532724
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965641
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468892
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04845
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715184
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51661
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52066
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94666
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97148
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14718
‚(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69936
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15792
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.703586
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933622
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188974
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48161
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804711
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160129
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548814
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983735
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491529
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074388
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74451
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54662
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5495
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94919
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99668
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15093
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6956
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13648
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713731
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944624
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203005
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497084
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821876
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17453
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564887
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001786
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514125
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10026
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765471
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57811
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57795
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95055
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0188
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14189
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69167
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11583
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723886
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955732
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217068
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512589
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83672
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188945
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580944
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020186
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536656
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126107
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786347
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60936
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61484
…(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95073
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03777
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13167
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68605
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09592
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734112
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966808
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231099
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528044
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849703
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203319
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597013
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039931
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5591
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150306
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807169
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64033
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65207
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95126
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05362
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12032
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65955
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07679
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744335
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977943
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245081
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54206
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862631
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217685
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613026
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059659
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581494
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168305
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827952
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67101
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68897
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00298
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06633
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1078
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63284
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05118
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754578
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.989086
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259038
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55373
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875518
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232009
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629045
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079243
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603824
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186231
ƒ(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848613
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70138
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72554
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05417
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07585
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0942
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60604
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0111
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764833
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000254
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272449
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565401
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88841
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246305
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64502
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098788
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62451
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204058
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869147
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73146
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7618
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10483
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85083
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07944
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57899
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9687
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775105
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011887
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283038
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576972
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901221
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260554
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660954
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118213
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640015
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221785
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893994
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76123
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79765
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12044
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56804
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06355
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55183
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90792
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.785395
(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024487
