¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(385.72, 14.47, 306.17) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 9.520725
(385.72, 14.47, 306.17) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 13.57167
(385.72, 14.47, 306.17) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 13.69598
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43045
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99103
¹(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57389
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30846
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330083
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4985
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677494
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86798
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107861
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369187
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652008
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922544
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203079
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137544
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385115
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681503
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03836
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29611
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56956
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86009
(385.72, 14.47, 306.17) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 13.75033
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66887
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19955
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74483
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31726
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92504
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43644
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281425
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446957
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622796
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809875
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038773
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294655
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571374
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857439
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133035
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926676
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162129
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41223
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748239
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1102
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3733
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65258
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00143
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43039
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97722
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50799
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07057
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66157
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42017
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233799
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396589
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569413
º(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753186
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971331
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221934
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49277
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786279
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064777
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726188
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950441
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188367
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441166
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816873
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18552
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45425
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73973
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21935
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71228
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28007
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83327
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40837
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08953
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34451
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187278
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347379
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517282
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697837
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905455
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150991
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416125
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703265
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998209
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535489
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749323
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975929
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21644
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481812
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88771
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26463
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53931
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01603
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45768
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02973
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59965
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16502
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87402
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63747
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141817
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299282
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466349
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643839
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841146
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081741
»(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341429
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622359
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927323
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353831
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557976
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774102
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00322
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246464
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548044
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960949
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34772
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62868
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24153
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76765
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36498
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93102
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66639
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75713
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097394
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252325
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416625
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591128
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778333
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014232
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268563
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54358
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841805
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180682
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375803
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582155
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800721
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032484
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278649
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616664
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03694
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43508
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72267
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51599
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09494
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70593
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46639
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45421
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053948
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206447
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368086
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539701
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722123
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948297
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197514
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466815
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758606
¶(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034084
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202141
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399436
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608177
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829301
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063917
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313204
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687915
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11599
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52699
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27606
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83579
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44107
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27365
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1636
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011489
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161607
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320693
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489479
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66887
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883953
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128273
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39202
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677576
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91867
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066406
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225319
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424911
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636156
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860014
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097641
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363381
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762113
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19834
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62379
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58705
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18437
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08794
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91973
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23228
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97003
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117846
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274405
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44046
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616928
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821156
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060673
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319092
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598703
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80748
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954028
±(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09897
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250338
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45237
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666283
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893069
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133867
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433308
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839545
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28443
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3481
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94578
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84604
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7239
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9251
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945367
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075062
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229222
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392667
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566239
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759865
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99477
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248036
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52189
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700413
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842552
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990779
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133917
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283984
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481934
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698662
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928553
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17272
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506372
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920568
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37462
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71632
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59155
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5353
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69264
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932664
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03397
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185084
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34601
(385.72, 14.47, 306.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516795
