¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(418.20, 13.41, 327.22) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 6.953854
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442163
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656751
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885662
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130322
¸(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392326
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673521
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976034
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27323
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.576187
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901585
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13513
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33004
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53467
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7497
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97591
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21406
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59527
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06159
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56953
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12481
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468863
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685148
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915955
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162657
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426926
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710648
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014944
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299278
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604066
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931469
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23878
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43804
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64733
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86735
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09885
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44998
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90265
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39512
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93271
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496084
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71412
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946815
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195662
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462263
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748539
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04014
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326163
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632839
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962402
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31735
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5498
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76393
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98915
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31067
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75047
¸(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22833
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74576
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3021
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523843
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743704
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978328
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229332
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498338
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787264
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066114
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353964
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662563
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994275
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35169
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66541
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8846
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17689
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60451
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06385
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55674
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09434
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552176
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773873
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010505
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263712
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535151
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822298
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092942
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382589
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693275
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02724
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38714
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77602
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04821
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45878
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89858
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37602
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89598
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02205
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581054
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804606
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043346
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298783
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572764
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848213
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120568
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.412137
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72491
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0612
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4237
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82305
º(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31323
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74006
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20291
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70627
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58131
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70218
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568106
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835956
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07679
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33461
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611135
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874933
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149048
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442568
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757507
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09622
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47802
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02841
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58782
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03683
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52457
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16523
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82756
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03341
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537049
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867903
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110934
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371098
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644142
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902358
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178365
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473931
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798222
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15663
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54437
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32538
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8773
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35023
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86502
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51334
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46547
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16089
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506126
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842077
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145702
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408338
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670704
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930611
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208536
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520307
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856581
±(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21953
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61242
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6379
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18271
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68165
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03209
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04955
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12446
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39371
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475272
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80828
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446314
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697962
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965475
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259678
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575856
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916314
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28398
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84124
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96717
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50547
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57752
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4207
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53179
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36868
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9085
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444569
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77459
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136919
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479023
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73725
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014894
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312651
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632698
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97751
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35005
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12465
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31447
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1317
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84492
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64312
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06164
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80708
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413932
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74106
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100019
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488879
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784532
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065448
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366805
¸(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690876
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04016
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41769
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42227
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65298
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31583
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05027
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95015
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62859
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03615
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383486
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70767
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063309
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447214
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832838
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117135
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422219
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750394
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10432
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65003
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7351
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67545
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50598
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26272
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43877
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92871
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52576
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353124
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674444
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026757
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405887
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807681
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169971
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478888
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811327
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16997
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91958
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86902
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69711
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7025
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48255
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89079
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13131
(418.20, 13.41, 327.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78611
