¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î (415.85, 12.92, 329.65) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.941947
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.969
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55106
¸(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33931
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34269
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33405
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69402
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09974
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37641
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9348
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5138
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14608
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5365
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40487
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77766
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17171
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3505
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73903
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47688
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10566
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33493
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47604
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85606
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23822
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34972
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65757
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14194
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06563
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.137
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5475
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92915
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29904
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3463
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57846
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82836
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0089
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9427
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10869
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01481
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32771
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34025
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50161
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74829
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16277
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75191
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87356
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11502
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.47795
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.4424
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.41169
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.38581
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.36473
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.34844
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.3369
Õ(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.33012
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.32808
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.3362
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.34365
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.35586
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3204
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33158
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42694
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67053
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92595
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0155
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65803
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20802
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.34112
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.30552
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.27474
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.24876
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.22755
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.2111
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.19939
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.19239
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.19013
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.19796
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.20513
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.21702
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.82723
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31093
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32024
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35446
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59506
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8473
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15812
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93307
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29358
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.21037
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.17472
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.14387
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.1178
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.09647
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07988
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.06799
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.06081
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.05832
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.06588
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07277
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.08437
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.10068
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16729
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30636
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2841
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52184
Ô(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77101
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03226
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99463
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56903
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.08554
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.04985
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.01894
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.99278
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.97134
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.95461
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.94257
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.9352
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.93251
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.93981
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.94645
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.95776
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10878
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28983
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21584
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4508
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69697
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95511
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.226
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53973
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.9665
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.93077
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89981
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.87357
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.85203
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.83517
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.82298
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.81544
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.81255
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.81961
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.82601
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.83705
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05134
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39699
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14959
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38188
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62522
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88032
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14798
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94841
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19627
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.81737
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.78635
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.76003
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.7384
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.72143
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.7091
ã(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.7014
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69832
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.70515
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.71131
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.72211
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.73754
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99499
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31468
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08539
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31508
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55567
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80787
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07242
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35016
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4275
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.70951
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.67844
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.65206
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.63033
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.61325
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.60078
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.59293
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.58968
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.59629
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.60224
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.6128
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.62797
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 8.276915
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 8.326245
(415.85, 12.92, 329.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.997011
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21978
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48663
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73767
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99926
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27378
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85724
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91854
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.57597
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.54952
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.52771
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.51052
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.49793
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.48994
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.48652
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.49293
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.49867
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.50901
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.52394
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.980114
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 8.024516
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 8.070996
â(415.85, 12.92, 329.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.948072
(415.85, 12.92, 329.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.076611
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62469
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91324
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19988
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.485
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30978
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58821
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.4523
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.43042
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.41313
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.40043
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.3923
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.38874
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.39494
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.4005
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.41062
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.42533
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.704959
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.745008
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.808368
(415.85, 12.92, 329.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.311106
(415.85, 12.92, 329.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.424342
(415.85, 12.92, 329.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.87566
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76861
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06558
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3785
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74552
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78956
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.36032
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.33836
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.32098
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30818
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.29992
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.29621
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30224
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30762
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.31754
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.33203
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.449225
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.485406
(415.85, 12.92, 329.65) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.804807
(415.85, 12.92, 329.65) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.912998
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03492
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35247
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62841
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91877
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22459
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54706
(415.85, 12.92, 329.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22101
