¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.826612
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.528916
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.512809
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.498416
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.485723
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.474717
Ä(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.465388
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.457727
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.451726
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.44738
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.444683
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.443633
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.44423
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608888
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82879
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067857
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321847
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589205
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886757
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218739
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585862
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993963
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436166
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.635212
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.608507
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.583635
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.560571
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.53929
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.519773
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.501997
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.485947
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.471605
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.458959
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.447993
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.438701
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.431068
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.425095
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.420766
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.418084
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.417044
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.417645
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599632
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818746
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056945
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310833
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577196
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870093
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200339
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565482
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971295
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411947
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.609686
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.583065
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.558273
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.535282
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.514071
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.494616
Â(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.476898
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.460901
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.446608
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.434003
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.423077
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.413816
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.406214
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.40026
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.395952
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.393282
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.39225
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.392854
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590469
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808778
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046068
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299996
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565333
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855412
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182137
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545337
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948853
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388041
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.585983
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.559443
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.534724
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.511801
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.490652
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.471256
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.430062
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.414159
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.39995
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.400485
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.389608
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.380389
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.372821
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.366897
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.37291
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.370254
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.369229
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.369838
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581337
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.798881
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03528
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289273
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553632
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842608
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164121
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525356
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926591
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36449
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.564084
Ì(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.537614
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.512964
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.490105
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.469015
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.449674
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.421688
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.405805
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.391614
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.379102
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.368257
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.359066
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.351522
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.345618
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.35162
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.348974
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.347957
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.348569
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57223
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789021
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024544
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278659
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542089
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829959
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146277
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505587
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904613
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341192
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.543961
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.517559
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.49297
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.47017
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.449135
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.429842
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.392419
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.386086
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.371932
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.359454
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.348639
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.339473
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.331951
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.326065
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.332057
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.329423
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.328412
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.329026
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563228
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779222
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013882
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268175
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530668
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817489
Ê(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132109
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48605
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88282
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31822
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.525596
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.499255
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.474725
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.451976
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.43099
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.411743
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.370852
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.368088
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.35397
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.341522
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.330733
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.321592
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.314091
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.30822
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.314204
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.311579
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.310575
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.311192
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554237
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769476
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003317
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257844
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519421
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805155
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118553
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466702
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861289
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295568
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.508971
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.482686
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.458205
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.435506
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.414563
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.395359
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.35455
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.351796
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.337708
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.325288
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.301593
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.292487
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.285013
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.279169
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.298041
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.295424
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.294425
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.295045
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54531
È(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759807
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992783
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246653
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508308
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793009
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105212
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448997
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840001
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273214
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.494069
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.467833
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.443399
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.420742
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.399841
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.380673
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.363218
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.347461
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.333384
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.320972
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.310218
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.301106
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.29363
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.287781
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.283553
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.280946
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.279951
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.280572
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536448
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750202
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982356
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235271
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497324
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780989
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092052
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434491
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818952
(333.33, 7.49, 371.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251206
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.480874
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.454682
(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.430289
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.407672
(333.33, 7.49, 371.44) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.386806
