¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(349.88, 8.84, 313.91) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.42597
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24242
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39299
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036327
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447978
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90586
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424133
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04456
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7319
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53631
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45844
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49828
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89441
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07452
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21744
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99065
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85552
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94505
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06626
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48353
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945582
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473181
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10367
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79968
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61947
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55946
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58516
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99471
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11526
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3185
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02499
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79539
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67382
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62666
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095651
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518943
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985161
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52193
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16273
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86746
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70266
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66103
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68591
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09439
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1558
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37943
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1377
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91827
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8478
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81838
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124773
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554204
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024616
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570498
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22176
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93529
„(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78593
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76309
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78737
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16066
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19606
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41474
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25344
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06643
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02675
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153644
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58936
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06391
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618759
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27885
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00308
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86919
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86562
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88959
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21675
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23607
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45051
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37221
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22009
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21081
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182277
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624314
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103062
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666712
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3339
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07084
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95241
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96858
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99254
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27328
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27581
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48673
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49414
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37763
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40014
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2106
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659111
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142005
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714348
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38861
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13851
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03556
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07193
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09616
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3302
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33946
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52341
ˆ(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61926
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53916
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59493
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238595
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690613
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180757
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761634
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44293
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20611
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11858
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17568
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20044
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38759
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40482
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56054
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74773
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70475
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79532
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266306
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721611
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219278
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808561
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49688
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27351
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20141
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26994
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30538
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44537
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47069
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59809
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86411
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18653
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293686
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752222
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257586
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855064
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5504
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34321
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28404
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36039
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41091
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59203
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72498
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70374
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61609
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320716
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782516
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29561
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901165
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60348
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41316
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36642
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48129
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57251
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95236
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.541
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12272
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347435
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812391
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3334
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946795
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65796
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48273
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44849
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62204
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73769
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32939
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373743
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841888
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369147
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996971
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71727
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55193
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53016
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75162
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90552
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72418
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401377
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875037
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407194
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04798
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77621
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62068
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61145
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86033
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07596
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1379
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431108
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908396
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44487
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09856
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83466
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68899
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69223
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96823
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24909
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460503
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941339
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4837
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1487
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89263
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75676
‰(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77253
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07529
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86736
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489502
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973899
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521941
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19833
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95011
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82401
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85219
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18136
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66734
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518086
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006039
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559513
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24391
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00694
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89059
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93123
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28637
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1846
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546288
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037702
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596358
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28644
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06322
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95654
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00958
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39023
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13431
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574012
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068892
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632504
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32815
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11885
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02181
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08719
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49282
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07243
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601334
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099598
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667901
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36904
(349.88, 8.84, 313.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17376
