¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(399.02, 12.63, 328.90) (365.88, 3.76, 320.48) (0.81, 2.16, 0.81) Human 18.29752
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60215
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31338
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1731
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02087
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85371
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73963
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.70515
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.79783
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.03842
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.4588
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.10776
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164715
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.655739
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18339
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71852
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31368
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94221
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60746
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31841
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19185
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03323
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86748
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.71695
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.81116
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.0536
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.48144
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.13231
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168587
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.660061
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18787
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72329
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31902
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94768
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61258
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32352
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21019
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04603
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88139
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7611
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.72955
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.82541
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.06983
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.50923
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.14687
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 24.97596
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171952
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.663815
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19201
¬(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7277
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32395
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95209
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6175
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32871
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22811
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05925
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89584
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77295
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.74297
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.84056
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.095
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.5328
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.13146
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 24.93549
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.174809
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.667002
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19581
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73174
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32848
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95632
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62224
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33723
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2456
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07289
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91082
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78553
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.75719
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.85664
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.12515
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.5576
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.11829
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 24.89797
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.177153
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.66962
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19928
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73542
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33259
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96038
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62678
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35212
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26265
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08697
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92635
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79886
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.77222
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.88238
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.14778
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.58362
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.10734
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 24.88884
—(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.178985
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.671661
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2024
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73872
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33629
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96426
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63113
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36663
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27926
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10147
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94241
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81293
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.78806
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.9153
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.17147
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.61086
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.10187
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.180303
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673132
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20518
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74166
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33958
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96798
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63528
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38075
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29543
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11639
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.959
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82775
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.81299
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.93702
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.19623
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.63935
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.10377
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181106
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.674029
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20762
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74422
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34245
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97151
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63924
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39446
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31114
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.13174
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97353
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8433
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.84892
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.95968
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.22206
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.66906
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.10746
¯(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181395
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.674351
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20971
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74642
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3449
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97487
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.643
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40777
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32638
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71962
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53747
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14689
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.86978
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.98327
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.24896
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.70001
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.11294
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18117
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.6741
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21144
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74824
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34694
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97805
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64656
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93017
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01332
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83877
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6099
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01716
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.89146
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.0078
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.27693
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.73221
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.1202
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.180428
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673272
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21274
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74968
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34856
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54658
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21287
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98635
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12189
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91964
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68355
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02977
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92382
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.03327
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.30599
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.76566
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.12926
¼(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179175
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.671874
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2137
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31589
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89955
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54933
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21636
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19954
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23229
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98001
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65806
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07718
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9728
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.05968
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.33613
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.80036
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.14011
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.177405
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669901
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78016
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31787
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90182
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55184
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21981
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41611
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34453
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04165
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49537
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.1258
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.02631
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.08704
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.36735
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.83632
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93298
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.251533
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2122
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78033
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31967
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90377
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55407
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22323
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63595
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41222
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10454
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3922
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17565
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.0817
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.11535
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.39965
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.87354
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98673
¬(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702402
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21179
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77987
(399.02, 12.63, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32124
