¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê (417.51, 13.47, 326.68) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.440402
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.26596
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.23486
Ë (417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.01455
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.98857
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.96484
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.94335
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.92406
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.90697
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.89205
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.87929
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.02591
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.01731
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.31534
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.33621
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429462
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689981
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973901
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284474
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625568
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121799
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738808
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314053
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968364
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80831
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76341
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.19787
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.16696
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.94799
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.92217
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.8986
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.87724
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.85808
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.84109
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.82627
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.81359
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.95933
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.95975
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.12872
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.50926
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395117
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652591
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9331
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239791
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576384
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028686
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630692
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279992
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916254
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74687
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65474
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.13275
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.10203
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.88434
È (417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.85868
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.83525
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.81402
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.79498
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.7781
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.76337
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.75077
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.15976
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.84632
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.18034
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361115
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615622
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892784
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195627
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527812
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937065
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52448
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207767
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864069
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67588
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54751
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.07054
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.04
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.82353
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.79802
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.77472
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.75362
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.73469
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.71791
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.70327
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.69074
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.09745
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.29855
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.35498
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327484
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579075
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852915
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151995
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47989
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846955
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420227
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085773
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823589
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58567
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44175
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.01116
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.98078
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.76548
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.74012
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.71695
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.69597
À (417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.67714
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.66046
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.6459
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.63345
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.03798
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.29117
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.28343
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297251
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54294
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813518
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108908
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432566
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788713
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317807
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966272
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726348
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49654
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33737
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.0413
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.92432
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.71014
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.6849
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.66186
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.64099
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.62227
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.60568
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.5912
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.57882
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.98128
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.2229
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.2152
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.74443
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.73399
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.72605
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.7206
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270904
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509925
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774581
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066356
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385889
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737199
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217311
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849121
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588213
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40854
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23444
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17522
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 11.23567
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.65743
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.63232
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.6094
¤ (417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.58864
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.57001
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.5535
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.5391
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.52679
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.57413
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.15788
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.54646
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.53388
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.52377
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.5161
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.51089
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244874
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481719
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738652
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02432
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339748
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686455
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118598
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734359
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443579
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24039
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13294
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08524
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85831
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.60729
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.58231
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.5595
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.53884
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.52031
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.50388
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.48955
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.4773
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 10.52356
(417.51, 13.47, 326.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24093
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.34478
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.33254
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.32273
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.31533
(417.51, 13.47, 326.68) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 12.31034
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116351
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.379888
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668517
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985952
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.340172
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737257
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.181449
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303342
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916644
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61871
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43016
…(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37851
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51589
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86582
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61853
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60622
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128856
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.393564
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68353
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002478
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357163
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.756217
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784893
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328024
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944773
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65107
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46779
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42282
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55245
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91018
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49914
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50225
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141332
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.407208
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698514
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019003
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374346
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.775107
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806583
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352585
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972797
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67819
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49618
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45395
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58868
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95414
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22773
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30555
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153774
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420822
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713465
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035495
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39189
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793923
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828198
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377029
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00068
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70457
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52173
(417.97, 13.44, 326.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48404
