¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873703
Ò(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.18215
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.10703
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.21278
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.32303
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.43792
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.55761
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.68224
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.812
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270261
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599872
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996455
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.946671
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98468
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66514
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73698
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.70978
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.64724
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.59502
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.36136
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.32615
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.29408
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.29192
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.878
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.71718
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.56259
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.41399
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.27114
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.14857
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.25495
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.36585
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.48142
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.6018
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.72761
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.88921
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285296
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.616214
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.054798
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00802
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28762
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69905
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77372
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77123
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07195
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.6864
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.4265
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.39118
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.35901
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.38463
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.97808
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.81545
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.65911
Ò(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.50882
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.36436
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.22551
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.30022
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.4133
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.55947
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.71153
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.86972
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.30039
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.632619
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.112433
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0789
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61467
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73163
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80924
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81504
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12819
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.87592
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.4952
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.45976
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.42748
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.45769
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.13655
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.97066
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.81121
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.65792
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.51058
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.36895
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.40934
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.5525
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.70143
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.85637
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.01754
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315537
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649087
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187456
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15178
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78721
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76287
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84352
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85778
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.87353
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.82706
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.56754
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.53198
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.49959
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.33437
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.38177
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.19843
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.03484
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.49541
Ğ(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.48758
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.48277
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.44633
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.69719
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.84903
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.00698
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.17475
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.330737
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665612
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.261331
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22337
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83325
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83992
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87653
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89933
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.93088
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.87976
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.6436
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.60791
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.5754
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.05258
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.02551
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.00165
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.98097
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.09556
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.95167
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.80248
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.59461
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.8476
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.00248
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.1636
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.33954
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.345983
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.682194
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.333909
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29358
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85749
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86697
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93137
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12616
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.00011
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.94428
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.72346
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.68762
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.655
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.13466
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.10751
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.08357
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.06283
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.04527
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.03087
Î(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.03339
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.74881
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.00394
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.16201
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.32882
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.51093
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361276
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698829
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.405099
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36232
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8805
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89289
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96438
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17044
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.09436
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.03979
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.8072
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.77123
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.73848
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.22075
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.1935
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.16949
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.14869
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.13108
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.11665
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.10538
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.92891
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.16644
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.32787
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.50311
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.376613
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715512
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.474793
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4295
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90227
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91765
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99618
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20866
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.2067
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.15482
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.89493
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.85881
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.82594
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.31094
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.28359
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.25949
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.23863
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.22098
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.20652
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.19524
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.15913
Ã(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.18219
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.3554
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.68438
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.39199
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732242
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.542882
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49405
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92278
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94124
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02673
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24562
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44593
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.36078
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.98675
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.95048
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.91747
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.40533
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.37787
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.35369
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.33277
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.31506
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.30058
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.28929
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.28119
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.27627
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.27452
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.31007
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.407404
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.754407
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.608013
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53959
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94199
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96365
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05602
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28128
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48693
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.45898
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.4184
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.38121
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82808
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.47647
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.4522
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.4312
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.41345
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.91942
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.38764
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.37954
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.37465
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.37295
(379.45, 15.00, 271.67) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 16.37444
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422852
›(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.796763
(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.650887
