¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (403.71, 13.94, 248.46) (382.17, 8.01, 253.39) (0.81, 2.16, 0.81) Human 5.319571
ê(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540734
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993608
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499173
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929867
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53377
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28883
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88676
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35684
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89249
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71912
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42295
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.61731
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59813
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.3468
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.47754
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.50173
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57796
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57999
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.58669
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59792
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.61182
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.62842
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574476
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832379
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112742
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418666
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753615
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121929
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528698
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980245
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484197
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926769
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56026
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31935
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87433
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36571
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90217
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.66803
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.6317
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.60306
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.58672
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.58181
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.36604
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.47227
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57917
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.58121
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.5897
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.60093
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.61485
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.63145
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567551
à(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824853
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104574
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409722
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74382
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111142
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516758
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966942
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469333
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924145
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58685
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31482
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8836
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37579
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91317
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.66775
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.62424
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59473
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57957
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.5789
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.69264
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.3624
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.50291
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.52386
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59536
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.6066
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.62053
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.63714
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560689
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817405
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096473
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40083
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734077
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10041
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504889
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95375
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454535
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945005
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61016
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29015
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89395
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38706
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9617
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.67434
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.63128
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59848
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.58626
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.58554
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59089
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.37355
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.51365
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59798
ä(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.60428
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.61324
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.62486
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.63909
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553849
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809993
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088364
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391993
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724405
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089746
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493101
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940617
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439866
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968428
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58868
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26579
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90539
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39953
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02889
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.69444
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.65326
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.62248
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.60779
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.60429
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.39954
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.58474
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.52705
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.60927
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.62347
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.67198
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.38774
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.39361
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547047
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802601
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080334
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383249
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71477
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079149
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481371
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927567
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425285
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971355
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56745
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24272
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91797
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41317
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09741
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33455
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.68583
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.65763
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.63932
Ú(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.63525
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.56609
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59619
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.64767
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.64224
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.88838
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.88826
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.89085
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.83141
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540288
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795288
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072368
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374549
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705213
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068609
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469706
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914614
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410798
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952747
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54652
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22175
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9316
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42801
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16726
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26451
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95627
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1817
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.58063
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57275
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.43605
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.42401
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.66632
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.66088
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.71329
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533578
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787977
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064454
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365847
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695718
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058167
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458178
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901781
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392775
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93439
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52583
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20097
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94635
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44408
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23849
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19662
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01078
Ò(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16293
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95479
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.47351
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.45861
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 14.44656
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526886
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780738
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05656
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357266
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686292
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047777
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446678
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88845
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374195
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916257
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50539
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18036
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96221
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46132
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31112
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2158
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06697
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.64266
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.59093
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.54222
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.50448
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.62429
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520255
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77352
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048724
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348713
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67694
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037461
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435287
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871999
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355825
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897531
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48524
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15987
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96609
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51691
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38511
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26732
(403.71, 13.94, 248.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12499
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.57896
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.56027
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.54428
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.53096
(403.71, 13.94, 248.46) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 13.64367
