¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11297
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.682648
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.693842
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.706956
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.722003
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.307508
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.299724
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.293763
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.28962
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.287291
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.286772
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.288065
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.291168
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.296088
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.302828
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.311393
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106781
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445519
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.807059
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223626
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671224
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.184884
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.73236
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36209
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08906
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90514
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82524
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.661089
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.661051
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.67028
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.681417
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.694471
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.709457
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.294708
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.286928
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.280967
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.276821
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.274487
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.273961
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.275244
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.278337
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.283241
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.289963
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.298508
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106319
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445101
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806598
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222173
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.669924
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.182366
Î(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.72937
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35896
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08474
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89836
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81804
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.649735
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.650564
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.659749
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.670837
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.683841
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.293349
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.283744
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.275965
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.270004
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.265858
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.263519
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.262986
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.264261
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.267343
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.272234
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.278941
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.28747
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105628
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444486
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805917
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.220405
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.668356
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179482
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.726655
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3555
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0788
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8911
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.661703
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.640268
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.641897
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.651043
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.662092
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.675055
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.284204
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.274601
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.266825
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.260864
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.256716
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.254374
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.253837
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.255103
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.258176
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.263057
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.269752
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.278266
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104708
Á(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.443673
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805018
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218325
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666523
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.176231
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.724021
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3517
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07196
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88336
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.654102
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.632679
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.635041
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.644156
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.655174
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.668104
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.276871
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.267273
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.259498
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.253537
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.249387
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.247043
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.246501
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.247763
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.250828
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.255701
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.262385
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.270887
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.103561
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442664
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803905
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.215936
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.664423
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.17262
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.721107
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34757
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06464
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87514
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.648376
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.626963
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.629988
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.639083
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.650077
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.678587
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.271347
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.26175
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.253977
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.248016
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.243865
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.241519
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.240973
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.242231
º(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.245292
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.250158
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.256835
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.265329
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.102187
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.441457
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802573
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213237
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66206
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168647
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71792
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34311
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05682
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86645
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.644518
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.623109
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.626737
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.635816
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.656227
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.739386
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.267625
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.25803
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.250257
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.244297
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.240145
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.237798
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.23725
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.238505
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.241563
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.246424
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.253096
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.261584
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100585
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439753
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801024
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210228
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659435
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164311
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.714458
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33832
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04853
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85862
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.642523
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.621118
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.625281
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.637304
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.708784
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.91359
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.265702
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.256107
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.248334
¼(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.242374
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.238222
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.235873
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.235326
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.236579
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.239635
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.244493
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.251163
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.259648
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.098756
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437736
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799259
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.206913
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.656546
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15962
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71072
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33321
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03975
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85127
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.642391
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.620987
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.625621
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.691218
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.809603
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 10.11246
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.265574
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.25598
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.248207
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.242248
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.238095
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.235746
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.235199
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.236452
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.239507
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.244367
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.251036
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.259521
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097249
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435472
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797279
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.203292
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.653396
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.154572
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.706712
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32777
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03324
(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84354
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.644123
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.622715
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.812895
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 10.23838
°(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 10.22175
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 10.20715
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.267244
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.257649
(428.15, 14.92, 245.56) (444.82, 9.13, 268.27) (5.13, 3.13, 8.53) Truck 9.249876
