¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(434.19, 13.98, 294.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05794
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55492
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055149
°(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619492
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27769
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92505
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42873
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08321
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89239
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36991
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50719
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962201
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192587
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442766
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71542
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0136
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340974
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701933
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10194
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54753
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046853
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610104
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26673
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85117
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3477
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9454
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71419
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.178
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67968
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958767
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18886
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438711
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711027
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008743
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33564
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696082
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095439
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540241
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038667
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600819
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25579
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77913
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26879
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81099
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54241
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99319
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4803
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955389
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185178
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434749
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706635
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003976
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330373
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69025
»(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088975
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533019
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030557
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59166
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24486
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70891
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19187
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72284
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37669
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81511
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28843
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952008
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181538
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430763
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702331
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999237
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325171
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684524
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082578
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525921
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022551
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582625
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20506
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64047
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11695
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64047
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21683
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64349
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10367
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60139
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948709
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177939
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426866
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698055
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994555
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320028
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678841
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076301
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518882
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01464
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573679
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14388
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57375
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04399
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56031
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06252
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47802
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92571
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40947
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945405
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174407
´(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693861
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989954
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314945
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673228
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070053
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511898
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006853
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564843
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09053
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52274
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99591
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51595
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9199
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32608
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76358
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23584
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6006
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942205
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170883
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41919
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689689
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985376
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309975
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667709
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06392
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505057
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999124
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556116
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08674
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51863
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99137
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51098
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78853
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18356
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61052
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07111
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42731
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6105
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938996
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167422
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415431
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685592
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980903
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304999
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662223
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057866
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49832
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991539
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547519
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08373
¶(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51534
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98779
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46749
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70554
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04585
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4628
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91225
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26068
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43916
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62517
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935833
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163994
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411726
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681543
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976472
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3001
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656856
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051888
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491596
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98403
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539045
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08152
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51293
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98517
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39077
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62548
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91279
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32016
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75901
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10047
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27445
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45576
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64476
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93271
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16062
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408068
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677535
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972085
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295302
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651512
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04598
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485058
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976623
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530695
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08012
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51139
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98347
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31676
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54825
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79173
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18247
µ(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61116
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94636
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11604
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29288
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47721
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66946
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929657
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157301
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404426
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673564
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967763
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290546
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646306
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040138
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47855
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969341
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52245
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07947
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51071
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9827
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24534
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47372
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71389
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04948
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46849
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79809
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96374
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13631
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3162
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50373
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926609
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154007
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400879
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669686
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963498
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285884
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641118
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034389
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472131
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962147
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514315
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07968
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5109
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9619
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17645
(434.20, 13.99, 293.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40188
